#TYPE Selected.System.Management.Automation.PSCustomObject
Hostname;DisplayName;Status;RegData;RegValue;RegPath
W008014;Sign-in last interactive user automatically after a system-initiated restart;Match;1;DisableAutomaticRestartSignOn;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008014;Turn on PowerShell Script Block Logging;Match;1;EnableScriptBlockLogging;HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging
W008014;Turn on PowerShell Script Block Logging --> Log script block invocation start / stop events:;Match;;EnableScriptBlockInvocationLogging;HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging
W008014;Allow Basic authentication;Match;0;AllowBasic;HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client
W008014;Allow unencrypted traffic;Match;0;AllowUnencryptedTraffic;HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client
W008014;Disallow Digest authentication;Match;0;AllowDigest;HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client
W008014;Allow Basic authentication;Match;0;AllowBasic;HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service
W008014;Allow unencrypted traffic;Match;0;AllowUnencryptedTraffic;HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service
W008014;Disallow WinRM from storing RunAs credentials;Match;1;DisableRunAs;HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service
W008014;Deny delegating saved credentials;Match;1;AllowProtectedCreds;HKLM:\Software\Policies\Microsoft\Windows\CredentialsDelegation
W008014;Accounts: Limit local account use of blank passwords to console logon only;Match;1;LimitBlankPasswordUse;HKLM:\System\CurrentControlSet\Control\Lsa
W008014;Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings;Match;1;SCENoApplyLegacyAuditPolicy;HKLM:\System\CurrentControlSet\Control\Lsa
W008014;Domain member: Digitally encrypt or sign secure channel data (always);Match;1;requiresignorseal;HKLM:\System\CurrentControlSet\Services\Netlogon\Parameters
W008014;Domain member: Digitally encrypt secure channel data (when possible);Match;1;sealsecurechannel;HKLM:\System\CurrentControlSet\Services\Netlogon\Parameters
W008014;Domain member: Digitally sign secure channel data (when possible);Match;1;signsecurechannel;HKLM:\System\CurrentControlSet\Services\Netlogon\Parameters
W008014;Domain member: Require strong (Windows 2000 or later) session key;Match;1;requirestrongkey;HKLM:\System\CurrentControlSet\Services\Netlogon\Parameters
W008014;Interactive logon: Machine inactivity limit;Match;900;InactivityTimeoutSecs;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008014;Interactive logon: Smart card removal behavior;Match;1;ScRemoveOption;HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon
W008014;Microsoft network client: Digitally sign communications (always);Match;1;RequireSecuritySignature;HKLM:\System\CurrentControlSet\Services\LanmanWorkstation\Parameters
W008014;Microsoft network client: Send unencrypted password to third-party SMB servers;Match;0;EnablePlainTextPassword;HKLM:\System\CurrentControlSet\Services\LanmanWorkstation\Parameters
W008014;Microsoft network server: Digitally sign communications (always);Match;1;requiresecuritysignature;HKLM:\System\CurrentControlSet\Services\LanmanServer\Parameters
W008014;Network access: Do not allow anonymous enumeration of SAM accounts;Match;1;RestrictAnonymousSAM;HKLM:\System\CurrentControlSet\Control\Lsa
W008014;Network access: Do not allow anonymous enumeration of SAM accounts and shares;Match;1;RestrictAnonymous;HKLM:\System\CurrentControlSet\Control\Lsa
W008014;Network access: Restrict anonymous access to Named Pipes and Shares;Match;1;RestrictNullSessAccess;HKLM:\System\CurrentControlSet\Services\LanmanServer\Parameters
W008014;Network security: Allow LocalSystem NULL session fallback;Match;0;allownullsessionfallback;HKLM:\System\CurrentControlSet\Control\Lsa\MSV1_0
W008014;Network security: Do not store LAN Manager hash value on next password change;Match;1;NoLMHash;HKLM:\System\CurrentControlSet\Control\Lsa
W008014;Network security: LAN Manager authentication level;Match;5;LmCompatibilityLevel;HKLM:\System\CurrentControlSet\Control\Lsa
W008014;Network security: LDAP client signing requirements;Match;1;LDAPClientIntegrity;HKLM:\System\CurrentControlSet\Services\LDAP
W008014;Network security: Minimum session security for NTLM SSP based (including secure RPC) clients;Match;537395200;NTLMMinClientSec;HKLM:\System\CurrentControlSet\Control\Lsa\MSV1_0
W008014;Network security: Minimum session security for NTLM SSP based (including secure RPC) servers;Match;537395200;NTLMMinServerSec;HKLM:\System\CurrentControlSet\Control\Lsa\MSV1_0
W008014;System objects: Strengthen default permissions of internal system objects (e.g. Symbolic Links);Match;1;ProtectionMode;HKLM:\System\CurrentControlSet\Control\Session Manager
W008014;User Account Control: Admin Approval Mode for the Built-in Administrator account;Match;1;FilterAdministratorToken;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008014;User Account Control: Behavior of the elevation prompt for administrators in Admin Approval Mode;Match;2;ConsentPromptBehaviorAdmin;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008014;User Account Control: Behavior of the elevation prompt for standard users;Match;0;ConsentPromptBehaviorUser;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008014;User Account Control: Detect application installations and prompt for elevation;Match;1;EnableInstallerDetection;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008014;User Account Control: Only elevate UIAccess applications that are installed in secure locations;Match;1;EnableSecureUIAPaths;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008014;User Account Control: Run all administrators in Admin Approval Mode;Match;1;EnableLUA;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008014;User Account Control: Virtualize file and registry write failures to per-user locations;Match;1;EnableVirtualization;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008015;Shell Smart Screen Level;Match;Block;ShellSmartScreenLevel;HKLM:\Software\Policies\Microsoft\Windows\System
W008015;Allow indexing of encrypted Store or Items;Match;0;AllowIndexingEncryptedStoresOrItems;HKLM:\Software\Policies\Microsoft\Windows\Windows Search
W008015;Windows Firewall Policy Version;Match;538;PolicyVersion;HKLM:\Software\Policies\Microsoft\WindowsFirewall
W008015;Disable Windows Ink Workspace;Match;1;AllowWindowsInkWorkspace;HKLM:\Software\Policies\Microsoft\WindowsInkWorkspace
W008015;Restrict Remote SAM;Match;O:BAG:BAD:(A;;RC;;;BA);RestrictRemoteSAM;HKLM:\System\CurrentControlSet\Control\Lsa
W008015;Disable WDigest Authentication;Match;0;UseLogonCredential;HKLM:\System\CurrentControlSet\Control\SecurityProviders\WDigest
W008015;Disable Exception Chain Validation;Match;0;DisableExceptionChainValidation;HKLM:\System\CurrentControlSet\Control\Session Manager\kernel
W008015;Disable SMB v1 Server;Match;0;SMB1;HKLM:\System\CurrentControlSet\Services\LanmanServer\Parameters
W008015;SMB v1 Service status;Match;4;Start;HKLM:\System\CurrentControlSet\Services\MrxSmb10
W008015;NetBT Node Type;Match;2;NodeType;HKLM:\System\CurrentControlSet\Services\Netbt\Parameters
W008015;No Name Release On Demand;Match;1;NoNameReleaseOnDemand;HKLM:\System\CurrentControlSet\Services\Netbt\Parameters
W008015;Disable IPv4 Source Routing;Match;2;DisableIPSourceRouting;HKLM:\System\CurrentControlSet\Services\Tcpip\Parameters
W008015;Disable IPv6 Source Routing;Match;2;DisableIPSourceRouting;HKLM:\System\CurrentControlSet\Services\Tcpip6\Parameters
W008015;Firewall state;Match;1;EnableFirewall;HKLM:\Software\Policies\Microsoft\WindowsFirewall\DomainProfile
W008015;Inbound connections;Match;1;DefaultInboundAction;HKLM:\Software\Policies\Microsoft\WindowsFirewall\DomainProfile
W008015;Outbound connections;Match;0;DefaultOutboundAction;HKLM:\Software\Policies\Microsoft\WindowsFirewall\DomainProfile
W008015;Firewall state;Match;1;EnableFirewall;HKLM:\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile
W008015;Inbound connections;Match;1;DefaultInboundAction;HKLM:\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile
W008015;Outbound connections;Match;0;DefaultOutboundAction;HKLM:\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile
W008015;Firewall state;Match;1;EnableFirewall;HKLM:\Software\Policies\Microsoft\WindowsFirewall\PublicProfile
W008015;Inbound connections;Match;1;DefaultInboundAction;HKLM:\Software\Policies\Microsoft\WindowsFirewall\PublicProfile
W008015;Outbound connections;Match;0;DefaultOutboundAction;HKLM:\Software\Policies\Microsoft\WindowsFirewall\PublicProfile
W008015;Prevent enabling lock screen camera;Match;1;NoLockScreenCamera;HKLM:\Software\Policies\Microsoft\Windows\Personalization
W008015;Prevent enabling lock screen slide show;Match;1;NoLockScreenSlideshow;HKLM:\Software\Policies\Microsoft\Windows\Personalization
W008015;Enable local admin password management;Match;1;AdmPwdEnabled;HKLM:\Software\Policies\Microsoft Services\AdmPwd
W008015;Turn off multicast name resolution;Match;0;EnableMulticast;HKLM:\Software\Policies\Microsoft\Windows NT\DNSClient
W008015;Hardened UNC Paths;Different;RequireMutualAuthentication=1,RequireIntegrity=1;\\*\NETLOGON;HKLM:\Software\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths
W008015;Hardened UNC Paths;Different;RequireMutualAuthentication=1,RequireIntegrity=1;\\*\SYSVOL;HKLM:\Software\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths
W008015;Encryption Oracle Remediation --> Protection Level:;Match;0;AllowEncryptionOracle;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System\CredSSP\Parameters
W008015;Boot-Start Driver Initialization Policy;Match;3;DriverLoadPolicy;HKLM:\System\CurrentControlSet\Policies\EarlyLaunch
W008015;Configure registry policy processing --> Do not apply during periodic background processing;Match;0;NoBackgroundPolicy;HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2}
W008015;Configure registry policy processing --> Process even if the Group Policy objects have not changed;Match;0;NoGPOListChanges;HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2}
W008015;Enumerate local users on domain-joined computers;Match;0;EnumerateLocalUsers;HKLM:\Software\Policies\Microsoft\Windows\System
W008015;Restrict Unauthenticated RPC clients --> RPC Runtime Unauthenticated Client Restriction to Apply:;Match;1;RestrictRemoteClients;HKLM:\Software\Policies\Microsoft\Windows NT\Rpc
W008015;Disallow Autoplay for non-volume devices;Match;1;NoAutoplayfornonVolume;HKLM:\Software\Policies\Microsoft\Windows\Explorer
W008015;Set the default behavior for AutoRun --> Default AutoRun Behavior;Match;1;NoAutorun;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer
W008015;Turn off Autoplay --> Turn off Autoplay on:;Match;255;NoDriveTypeAutoRun;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer
W008015;Specify the maximum log file size (KB) --> Maximum Log Size (KB);Match;32768;MaxSize;HKLM:\Software\Policies\Microsoft\Windows\EventLog\Application
W008015;Specify the maximum log file size (KB) --> Maximum Log Size (KB);Match;196608;MaxSize;HKLM:\Software\Policies\Microsoft\Windows\EventLog\Security
W008015;Specify the maximum log file size (KB) --> Maximum Log Size (KB);Match;32768;MaxSize;HKLM:\Software\Policies\Microsoft\Windows\EventLog\System
W008015;Configure Windows SmartScreen;Match;1;EnableSmartScreen;HKLM:\Software\Policies\Microsoft\Windows\System
W008015;Do not allow passwords to be saved;Match;1;DisablePasswordSaving;HKLM:\Software\Policies\Microsoft\Windows NT\Terminal Services
W008015;Do not allow drive redirection;Different;0;fDisableCdm;HKLM:\Software\Policies\Microsoft\Windows NT\Terminal Services
W008015;Always prompt for password upon connection;Match;1;fPromptForPassword;HKLM:\Software\Policies\Microsoft\Windows NT\Terminal Services
W008015;Require secure RPC communication;Match;1;fEncryptRPCTraffic;HKLM:\Software\Policies\Microsoft\Windows NT\Terminal Services
W008015;Set client connection encryption level --> Encryption Level;Match;3;MinEncryptionLevel;HKLM:\Software\Policies\Microsoft\Windows NT\Terminal Services
W008015;Prevent downloading of enclosures;Match;1;DisableEnclosureDownload;HKLM:\Software\Policies\Microsoft\Internet Explorer\Feeds
W008015;Allow user control over installs;Match;0;EnableUserControl;HKLM:\Software\Policies\Microsoft\Windows\Installer
W008015;Always install with elevated privileges;Match;0;AlwaysInstallElevated;HKLM:\Software\Policies\Microsoft\Windows\Installer
W008015;Sign-in last interactive user automatically after a system-initiated restart;Match;1;DisableAutomaticRestartSignOn;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008015;Turn on PowerShell Script Block Logging;Match;1;EnableScriptBlockLogging;HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging
W008015;Turn on PowerShell Script Block Logging --> Log script block invocation start / stop events:;Match;;EnableScriptBlockInvocationLogging;HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging
W008015;Allow Basic authentication;Match;0;AllowBasic;HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client
W008015;Allow unencrypted traffic;Match;0;AllowUnencryptedTraffic;HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client
W008015;Disallow Digest authentication;Match;0;AllowDigest;HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client
W008015;Allow Basic authentication;Match;0;AllowBasic;HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service
W008015;Allow unencrypted traffic;Match;0;AllowUnencryptedTraffic;HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service
W008015;Disallow WinRM from storing RunAs credentials;Match;1;DisableRunAs;HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service
W008015;Deny delegating saved credentials;Match;1;AllowProtectedCreds;HKLM:\Software\Policies\Microsoft\Windows\CredentialsDelegation
W008015;Accounts: Limit local account use of blank passwords to console logon only;Match;1;LimitBlankPasswordUse;HKLM:\System\CurrentControlSet\Control\Lsa
W008015;Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings;Match;1;SCENoApplyLegacyAuditPolicy;HKLM:\System\CurrentControlSet\Control\Lsa
W008015;Domain member: Digitally encrypt or sign secure channel data (always);Match;1;requiresignorseal;HKLM:\System\CurrentControlSet\Services\Netlogon\Parameters
W008015;Domain member: Digitally encrypt secure channel data (when possible);Match;1;sealsecurechannel;HKLM:\System\CurrentControlSet\Services\Netlogon\Parameters
W008015;Domain member: Digitally sign secure channel data (when possible);Match;1;signsecurechannel;HKLM:\System\CurrentControlSet\Services\Netlogon\Parameters
W008015;Domain member: Require strong (Windows 2000 or later) session key;Match;1;requirestrongkey;HKLM:\System\CurrentControlSet\Services\Netlogon\Parameters
W008015;Interactive logon: Machine inactivity limit;Match;900;InactivityTimeoutSecs;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008015;Interactive logon: Smart card removal behavior;Match;1;ScRemoveOption;HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon
W008015;Microsoft network client: Digitally sign communications (always);Match;1;RequireSecuritySignature;HKLM:\System\CurrentControlSet\Services\LanmanWorkstation\Parameters
W008015;Microsoft network client: Send unencrypted password to third-party SMB servers;Match;0;EnablePlainTextPassword;HKLM:\System\CurrentControlSet\Services\LanmanWorkstation\Parameters
W008015;Microsoft network server: Digitally sign communications (always);Match;1;requiresecuritysignature;HKLM:\System\CurrentControlSet\Services\LanmanServer\Parameters
W008015;Network access: Do not allow anonymous enumeration of SAM accounts;Match;1;RestrictAnonymousSAM;HKLM:\System\CurrentControlSet\Control\Lsa
W008015;Network access: Do not allow anonymous enumeration of SAM accounts and shares;Match;1;RestrictAnonymous;HKLM:\System\CurrentControlSet\Control\Lsa
W008015;Network access: Restrict anonymous access to Named Pipes and Shares;Match;1;RestrictNullSessAccess;HKLM:\System\CurrentControlSet\Services\LanmanServer\Parameters
W008015;Network security: Allow LocalSystem NULL session fallback;Match;0;allownullsessionfallback;HKLM:\System\CurrentControlSet\Control\Lsa\MSV1_0
W008015;Network security: Do not store LAN Manager hash value on next password change;Match;1;NoLMHash;HKLM:\System\CurrentControlSet\Control\Lsa
W008015;Network security: LAN Manager authentication level;Match;5;LmCompatibilityLevel;HKLM:\System\CurrentControlSet\Control\Lsa
W008015;Network security: LDAP client signing requirements;Match;1;LDAPClientIntegrity;HKLM:\System\CurrentControlSet\Services\LDAP
W008015;Network security: Minimum session security for NTLM SSP based (including secure RPC) clients;Match;537395200;NTLMMinClientSec;HKLM:\System\CurrentControlSet\Control\Lsa\MSV1_0
W008015;Network security: Minimum session security for NTLM SSP based (including secure RPC) servers;Match;537395200;NTLMMinServerSec;HKLM:\System\CurrentControlSet\Control\Lsa\MSV1_0
W008015;System objects: Strengthen default permissions of internal system objects (e.g. Symbolic Links);Match;1;ProtectionMode;HKLM:\System\CurrentControlSet\Control\Session Manager
W008015;User Account Control: Admin Approval Mode for the Built-in Administrator account;Match;1;FilterAdministratorToken;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008015;User Account Control: Behavior of the elevation prompt for administrators in Admin Approval Mode;Match;2;ConsentPromptBehaviorAdmin;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008015;User Account Control: Behavior of the elevation prompt for standard users;Match;0;ConsentPromptBehaviorUser;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008015;User Account Control: Detect application installations and prompt for elevation;Match;1;EnableInstallerDetection;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008015;User Account Control: Only elevate UIAccess applications that are installed in secure locations;Match;1;EnableSecureUIAPaths;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008015;User Account Control: Run all administrators in Admin Approval Mode;Match;1;EnableLUA;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008015;User Account Control: Virtualize file and registry write failures to per-user locations;Match;1;EnableVirtualization;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008009;Shell Smart Screen Level;Match;Block;ShellSmartScreenLevel;HKLM:\Software\Policies\Microsoft\Windows\System
W008009;Allow indexing of encrypted Store or Items;Match;0;AllowIndexingEncryptedStoresOrItems;HKLM:\Software\Policies\Microsoft\Windows\Windows Search
W008009;Windows Firewall Policy Version;Different;541;PolicyVersion;HKLM:\Software\Policies\Microsoft\WindowsFirewall
W008009;Disable Windows Ink Workspace;Match;1;AllowWindowsInkWorkspace;HKLM:\Software\Policies\Microsoft\WindowsInkWorkspace
W008009;Restrict Remote SAM;Match;O:BAG:BAD:(A;;RC;;;BA);RestrictRemoteSAM;HKLM:\System\CurrentControlSet\Control\Lsa
W008009;Disable WDigest Authentication;Match;0;UseLogonCredential;HKLM:\System\CurrentControlSet\Control\SecurityProviders\WDigest
W008009;Disable Exception Chain Validation;Match;0;DisableExceptionChainValidation;HKLM:\System\CurrentControlSet\Control\Session Manager\kernel
W008009;Disable SMB v1 Server;Match;0;SMB1;HKLM:\System\CurrentControlSet\Services\LanmanServer\Parameters
W008009;SMB v1 Service status;Match;4;Start;HKLM:\System\CurrentControlSet\Services\MrxSmb10
W008009;NetBT Node Type;Match;2;NodeType;HKLM:\System\CurrentControlSet\Services\Netbt\Parameters
W008009;No Name Release On Demand;Match;1;NoNameReleaseOnDemand;HKLM:\System\CurrentControlSet\Services\Netbt\Parameters
W008009;Disable IPv4 Source Routing;Match;2;DisableIPSourceRouting;HKLM:\System\CurrentControlSet\Services\Tcpip\Parameters
W008009;Disable IPv6 Source Routing;Match;2;DisableIPSourceRouting;HKLM:\System\CurrentControlSet\Services\Tcpip6\Parameters
W008009;Firewall state;Match;1;EnableFirewall;HKLM:\Software\Policies\Microsoft\WindowsFirewall\DomainProfile
W008009;Inbound connections;Match;1;DefaultInboundAction;HKLM:\Software\Policies\Microsoft\WindowsFirewall\DomainProfile
W008009;Outbound connections;Match;0;DefaultOutboundAction;HKLM:\Software\Policies\Microsoft\WindowsFirewall\DomainProfile
W008009;Firewall state;Match;1;EnableFirewall;HKLM:\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile
W008009;Inbound connections;Match;1;DefaultInboundAction;HKLM:\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile
W008009;Outbound connections;Match;0;DefaultOutboundAction;HKLM:\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile
W008009;Firewall state;Match;1;EnableFirewall;HKLM:\Software\Policies\Microsoft\WindowsFirewall\PublicProfile
W008009;Inbound connections;Match;1;DefaultInboundAction;HKLM:\Software\Policies\Microsoft\WindowsFirewall\PublicProfile
W008009;Outbound connections;Match;0;DefaultOutboundAction;HKLM:\Software\Policies\Microsoft\WindowsFirewall\PublicProfile
W008009;Prevent enabling lock screen camera;Match;1;NoLockScreenCamera;HKLM:\Software\Policies\Microsoft\Windows\Personalization
W008009;Prevent enabling lock screen slide show;Match;1;NoLockScreenSlideshow;HKLM:\Software\Policies\Microsoft\Windows\Personalization
W008009;Enable local admin password management;Match;1;AdmPwdEnabled;HKLM:\Software\Policies\Microsoft Services\AdmPwd
W008009;Turn off multicast name resolution;Match;0;EnableMulticast;HKLM:\Software\Policies\Microsoft\Windows NT\DNSClient
W008009;Hardened UNC Paths;Different;RequireMutualAuthentication=1,RequireIntegrity=1;\\*\NETLOGON;HKLM:\Software\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths
W008009;Hardened UNC Paths;Different;RequireMutualAuthentication=1,RequireIntegrity=1;\\*\SYSVOL;HKLM:\Software\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths
W008009;Encryption Oracle Remediation --> Protection Level:;Match;0;AllowEncryptionOracle;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System\CredSSP\Parameters
W008009;Boot-Start Driver Initialization Policy;Match;3;DriverLoadPolicy;HKLM:\System\CurrentControlSet\Policies\EarlyLaunch
W008009;Configure registry policy processing --> Do not apply during periodic background processing;Match;0;NoBackgroundPolicy;HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2}
W008009;Configure registry policy processing --> Process even if the Group Policy objects have not changed;Match;0;NoGPOListChanges;HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2}
W008009;Enumerate local users on domain-joined computers;Match;0;EnumerateLocalUsers;HKLM:\Software\Policies\Microsoft\Windows\System
W008009;Restrict Unauthenticated RPC clients --> RPC Runtime Unauthenticated Client Restriction to Apply:;Match;1;RestrictRemoteClients;HKLM:\Software\Policies\Microsoft\Windows NT\Rpc
W008009;Disallow Autoplay for non-volume devices;Match;1;NoAutoplayfornonVolume;HKLM:\Software\Policies\Microsoft\Windows\Explorer
W008009;Set the default behavior for AutoRun --> Default AutoRun Behavior;Match;1;NoAutorun;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer
W008009;Turn off Autoplay --> Turn off Autoplay on:;Match;255;NoDriveTypeAutoRun;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer
W008009;Specify the maximum log file size (KB) --> Maximum Log Size (KB);Match;32768;MaxSize;HKLM:\Software\Policies\Microsoft\Windows\EventLog\Application
W008009;Specify the maximum log file size (KB) --> Maximum Log Size (KB);Match;196608;MaxSize;HKLM:\Software\Policies\Microsoft\Windows\EventLog\Security
W008009;Specify the maximum log file size (KB) --> Maximum Log Size (KB);Match;32768;MaxSize;HKLM:\Software\Policies\Microsoft\Windows\EventLog\System
W008009;Configure Windows SmartScreen;Match;1;EnableSmartScreen;HKLM:\Software\Policies\Microsoft\Windows\System
W008009;Do not allow passwords to be saved;Match;1;DisablePasswordSaving;HKLM:\Software\Policies\Microsoft\Windows NT\Terminal Services
W008009;Do not allow drive redirection;Different;0;fDisableCdm;HKLM:\Software\Policies\Microsoft\Windows NT\Terminal Services
W008009;Always prompt for password upon connection;Match;1;fPromptForPassword;HKLM:\Software\Policies\Microsoft\Windows NT\Terminal Services
W008009;Require secure RPC communication;Match;1;fEncryptRPCTraffic;HKLM:\Software\Policies\Microsoft\Windows NT\Terminal Services
W008009;Set client connection encryption level --> Encryption Level;Match;3;MinEncryptionLevel;HKLM:\Software\Policies\Microsoft\Windows NT\Terminal Services
W008009;Prevent downloading of enclosures;Match;1;DisableEnclosureDownload;HKLM:\Software\Policies\Microsoft\Internet Explorer\Feeds
W008009;Allow user control over installs;Match;0;EnableUserControl;HKLM:\Software\Policies\Microsoft\Windows\Installer
W008009;Always install with elevated privileges;Match;0;AlwaysInstallElevated;HKLM:\Software\Policies\Microsoft\Windows\Installer
W008009;Sign-in last interactive user automatically after a system-initiated restart;Match;1;DisableAutomaticRestartSignOn;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008009;Turn on PowerShell Script Block Logging;Match;1;EnableScriptBlockLogging;HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging
W008009;Turn on PowerShell Script Block Logging --> Log script block invocation start / stop events:;Match;;EnableScriptBlockInvocationLogging;HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging
W008009;Allow Basic authentication;Match;0;AllowBasic;HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client
W008009;Allow unencrypted traffic;Match;0;AllowUnencryptedTraffic;HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client
W008009;Disallow Digest authentication;Match;0;AllowDigest;HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client
W008009;Allow Basic authentication;Match;0;AllowBasic;HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service
W008009;Allow unencrypted traffic;Match;0;AllowUnencryptedTraffic;HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service
W008009;Disallow WinRM from storing RunAs credentials;Match;1;DisableRunAs;HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service
W008009;Deny delegating saved credentials;Match;1;AllowProtectedCreds;HKLM:\Software\Policies\Microsoft\Windows\CredentialsDelegation
W008009;Accounts: Limit local account use of blank passwords to console logon only;Match;1;LimitBlankPasswordUse;HKLM:\System\CurrentControlSet\Control\Lsa
W008009;Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings;Match;1;SCENoApplyLegacyAuditPolicy;HKLM:\System\CurrentControlSet\Control\Lsa
W008009;Domain member: Digitally encrypt or sign secure channel data (always);Match;1;requiresignorseal;HKLM:\System\CurrentControlSet\Services\Netlogon\Parameters
W008009;Domain member: Digitally encrypt secure channel data (when possible);Match;1;sealsecurechannel;HKLM:\System\CurrentControlSet\Services\Netlogon\Parameters
W008009;Domain member: Digitally sign secure channel data (when possible);Match;1;signsecurechannel;HKLM:\System\CurrentControlSet\Services\Netlogon\Parameters
W008009;Domain member: Require strong (Windows 2000 or later) session key;Match;1;requirestrongkey;HKLM:\System\CurrentControlSet\Services\Netlogon\Parameters
W008009;Interactive logon: Machine inactivity limit;Match;900;InactivityTimeoutSecs;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System
W008009;Interactive logon: Smart card removal behavior;Match;1;ScRemoveOption;HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon
W008009;Microsoft network client: Digitally sign communications (always);Match;1;RequireSecuritySignature;HKLM:\System\CurrentControlSet\Services\LanmanWorkstation\Parameters
W008009;Microsoft network client: Send unencrypted password to third-party SMB servers;Match;0;EnablePlainTextPassword;HKLM:\System\CurrentControlSet\Services\LanmanWorkstation\Parameters
W008009;Microsoft network server: Digitally sign communications (always);Match;1;requiresecuritysignature;HKLM:\System\CurrentControlSet\Services\LanmanServer\Parameters
W008009;Network access: Do not allow anonymous enumeration of SAM accounts;Match;1;RestrictAnonymousSAM;HKLM:\System\CurrentControlSet\Control\Lsa
W008009;Network access: Do not allow anonymous enumeration of SAM accounts and shares;Match;1;RestrictAnonymous;HKLM:\System\CurrentControlSet\Control\Lsa
